Query,relevant_transcript,relevance_score,old query
What is Amy's job?,"(8 21) Penny: Yeah, uh, I got a job as a pharmaceutical sales rep.",0,
What is Amy's job?,"(4 8) Scene: for human trafficking, but they do a really good job.",0,
What is Amy's job?,(10 2) Bernadette: Do you know what? It’s just a research project. The most important job in the world is gonna be raising this child. It’s all I need to give my life meaning.,0,
What is Amy's job?,(7 19) Amy: What is it?,0,
What is Amy's job?,(8 7) Amy: What’s that?,0,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
go to the North Pole,(2 23) Leonard: I don’t think I can go to the North Pole.,2,
go to the North Pole,(2 23) Penny: Sheldon says you’re going to the North Pole.,2,
go to the North Pole,(2 23) Scene: The North Pole.,1,
go to the North Pole,"(2 23) Howard: We’re not really gonna go to the North Pole with him, are we?",2,
go to the North Pole,"(2 23) Howard: We’re not really gonna go to the North Pole with him, are we?",2,
go to the North Pole,(2 23) Howard: To the North Pole?,2,
go to the North Pole,"(2 23) Raj (on his webcam): But mummy, all the other guys are going to the North Pole.",2,
go to the North Pole,(3 1) Leonard: It’s a snowflake. From the North Pole.,1,
go to the North Pole,(2 23) Leonard: Wait a minute. He offered to send you to the North Pole?,2,
go to the North Pole,"(3 9) Sheldon: Of course. First, consider an ordinary magnet which has, (the pitch of his voice begins to rise) as even the most uneducated in your audience must know, two poles, (pitch rises further) a north and south pole. If you cut that in half, you have two smaller magnets, each with its own north and south pole.",1,
go to the North Pole,"(4 17) Penny: Oh, it’s a snowflake from the North Pole. Leonard gave it to me last year.",1,
go to the North Pole,(2 23) Sheldon: No. This is to train for a three-month expedition to the magnetic North Pole.,2,
go to the North Pole,(3 1) Sheldon: About what? Being betrayed by my friends? Spending three months at the North Pole for nothing? And I didn’t even get to go to Comic-Con!,1,
go to the North Pole,"(2 23) Sheldon: I’m on the horns of a dilemma. Can you imagine me, Sheldon Cooper, at the North Pole?",1,
go to the North Pole,"(2 23) Penny: All right, I’ll see what I can do. So, three months at the North Pole. Wow, that is awesome.",1,
go to the North Pole,"(3 1) Howard: Yeah, we’ll keep that in mind, look, we need to talk to you about something that happened at the North Pole.",1,
go to the North Pole,(5 22) Raj: You don’t want strippers? You’re the king of strippers. The one club in North Hollywood named a pole after you.,0,
go to the North Pole,(2 23) Sheldon: Do you remember the grant proposal I submitted to the National Science Foundation to detect slow-moving monopoles at the magnetic North Pole?,1,
go to the North Pole,"(4 6) Sheldon: I know how to get the bucket! I can turn the axe around and use the handle to reach it. Let’s see. Go north. You are in a forest. Go north. You are in a forest. Go north. You are in a forest. Oh dear, I believe I’m lost. Well, I’ll just have to get a fresh start tomorrow.",1,
go to the North Pole,"(2 23) Raj: Well, I’m a Hindu. My religion teaches that if we suffer in this life we are rewarded in the next. Three months at the North Pole with Sheldon and I’m reborn as a well-hung billionaire with wings!",1,
go to the North Pole,(9 15) Barry: Aw wight. Is my pole fwag-wewated?,0,
go to the North Pole,"(9 13) Howard: Ooh, check out the stripper pole.",0,
go to the North Pole,(4 23) Leonard: I wasn’t swinging around a pole.,0,
go to the North Pole,"(3 9) Sheldon (even higher pitch): No, I hear you fine. As I was saying, an ordinary magnet has two poles. The primary characteristic of a monopole is that it has only one pole, hence, monopole.",0,
go to the North Pole,"(3 8) Raj: Okay, our position is 34.48 degrees north, 118.31 west. That means the azimuth should be 168.22 degrees relative to magnetic north with an elevation of 49.93.",0,
go to the North Pole,"(3 1) Scene: Opening shows some scenes from the final episode of the previous season, followed by the caption “Three months later.” Scene then opens in lobby, with the guys arriving home from the North Pole. All have long hair and bushy beards except Sheldon, whose hair is slightly longer and who has a goatee.",0,
go to the North Pole,"(2 7) Raj: Or possibly Durham, North Carolina.",0,
go to the North Pole,(2 9) Raj: During which she defected to North Korea.,0,
go to the North Pole,"(4 23) Sheldon: Zandor, Wizard of the North. Ha! I win.",0,
go to the North Pole,"(4 6) Sheldon: Go north. You can’t go that way. Go west. A troll blocks your passage. Okay, fasten your seatbelts, kill troll. With what? With sword. (There is a knock on the door.) You don’t have the sword. Good golly, it’s as if it’s actually happening to me.",0,
go to the North Pole,(7 23) Howard: She’ll use it. All I need is to rig it with a fishing pole and a HoneyBaked Ham.,0,
go to the North Pole,(1 12) Raj: We can’t send him back to North Korea. He knows how to get out.,0,
go to the North Pole,(10 7) Raj (singing): What fills my heart and makes my eyes moist? Sending a flag up a pole on a hoist.,0,
go to the North Pole,"(6 24) Leonard: That’s the thing, you can’t. I’ll be on a ship in the North Sea.",0,
go to the North Pole,"(1 1) Sheldon: You did not break up with Joyce Kim, she defected to North Korea.",0,
go to the North Pole,"(1 12) Dennis: Well, I lost a year while my family was tunnelling out of North Korea.",0,
go to the North Pole,"(6 17) Sheldon: If our friend, the flag, has taught me anything, it’s to go where the wind takes you. As long as you remain firmly attached to a rigid pole. And, action. So, Penny, what sort of flag questions keep you awake at night?",0,
go to the North Pole,"(1 11) Penny: Oh, better than North Dakota! (Pause) I guess that joke’s only funny in Nebraska.",0,
go to the North Pole,"(3 2) Howard: All right, Sheldon, here we go, Kleingast’s Field Guide to North American Insects. Hey, Toby. Right here, see it? The common field cricket, aka Gryllus assimilis, which is Latin for suck it, you lose.",0,
go to the North Pole,"(8 24) Leonard: Remember, uh, a couple years back when I was on that research ship in the North Sea?",0,
go to the North Pole,"(6 18) Howard: Van Nuys pole-dancer D.D. Melons. All right, I think we’ve really helped women today. Let’s fire up the old Xbox.",0,
go to the North Pole,"(7 1) Scene: On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",0,
go to the North Pole,"(6 24) Howard: I’m proud of you, Leonard. Working out on the North Sea for months, that’s really something.",0,
go to the North Pole,"(3 6) Howard: Getting shot down by the girl at Hot Dog on a Stick. But in my defence, she was gorgeous, and working that squeezer to make the lemonade, going up and down and up and down. It was like a free pole dance right in the middle of the food court.",0,
go to the North Pole,"(2 2) Leonard: Well, there’s Joyce Kim, but she defected back to North Korea so it’s a little geographically undesireable.",0,
go to the North Pole,"(7 1) Leonard (on board boat, at a party, dancing): Excuse me, ladies, my pants are buzzing. North Sea, how can I kelp you?",0,
go to the North Pole,"(2 14) Sheldon: Oh, I see. Penny, I’m not sure I’m comfortable harbouring a fugitive from the 2311 North Los Robles Corporation.",0,
go to the North Pole,"(9 3) Penny: Oh, yeah, right. Lock up your daughters or Sheldon might lecture them about the North American Free Trade Agreement.",0,
go to the North Pole,"(7 3) Bernadette: Go, go, go, go, go, go, go, go, go, go, go, go, go, go, go! How am I faster than you? I’m in heels and I stopped to take a phone call.",0,
go to the North Pole,(5 10) Howard: Wild West and Witches? What kind of loser cares about a showdown between Billy the Kid and the White Wizard of the North?,0,
go to the North Pole,"(6 2) Sheldon: 2311 North Los Robles Avenue, Pasadena, California to International Space Station. Can you read me? Over. (Makes static noise)",0,
go to the North Pole,"(9 2) Bernadette: I’m mad at you for blabbing to me what Leonard did on the North Sea, and I’m mad that I’ve had to hide this from Penny for two years.",0,
go to the North Pole,(3 6) Leonard: Go! Go! Go! Go-Go-Go-Go! Yes! Are you people watching this? Is this amazing or what?,0,
go to the North Pole,"(7 14) Sheldon: It’s live. Go, go, go, go, go.",0,
go to the North Pole,"(3 22) Leonard: As it turns out, she was a North Korean spy. Luckily, Sheldon drove her out before I revealed anything important. Which I’m not saying I would have.",0,
go to the North Pole,"(2 12) Leonard: Go, go, go, go!",0,
go to the North Pole,"(6 2) Sheldon: Yeah. Did you know that while Leonard is not considered a tall fellow in our country, in today’s North Korea, he’s downright average. Hey, talk about a keeper.",0,
go to the North Pole,"(9 12) Girls: Go, Leonard! Go, Leonard! Go, Leonard! Go, Leonard! Go, Leonard!",0,
go to the North Pole,"(6 13) GPS: Interstates are numbered as follows. Even-numbered routes run east and west, odd-numbered routes run north and south. Three-digit route numbers indicate bypasses or spurs.",0,
go to the North Pole,"(4 6) Leonard: No, no, no, no, no. You just need, you just need, you just need to map it out. Come on, I’ll help you. So, uh, you stopped at the stream and you turned north three times?",0,
go to the North Pole,"(7 16) Howard: Go, go, go.",0,
go to the North Pole,"(9 12) Girls: Go, Leonard! Go, Leonard! Go, Leonard! Go, Leonard!",0,
go to the North Pole,"(1 5) Sheldon: Alright, I’m moving my infantry division, augmented by a battalion of Orcs from Lord of the Rings, we flank the Tennessee Volunteers, and the North once again wins the Battle of Gettysburg.",0,
go to the North Pole,"(3 7) Sheldon: Go, go, Power Rangers, go!",0,
go to the North Pole,"(6 4) Amy: Long division, long division. Go, go, go.",0,
go to the North Pole,"(6 24) Howard: No, in a couple of weeks, Stephen Hawking’s team is sending an expedition to the North Sea to test hydrodynamic simulations of black holes. One of their experimental physicists dropped out, and I recommended you.",0,
go to the North Pole,"(4 10) Howard: If anybody’s going to go down, it’s going to be you.",0,
go to the North Pole,"(4 3) Sheldon: Kenya rises to power on the export of rhinoceroses. A Central African power block is formed, colonizing North Africa and Europe. When war breaks out, no one can afford the luxury of a rhino. Kenya withers, Uganda triumphs.",0,
go to the North Pole,"(6 20) Leonard: Wait, Sheldon’s going to be there? We all promised we weren’t going to go.",0,
go to the North Pole,"(2 12) Raj: Go, Monte! Go Monte!",0,
go to the North Pole,(7 23) Penny: Go away. Just go away.,0,
go to the North Pole,(7 24) Sheldon: Where are you going to go?,0,
go to the North Pole,(1 2) Penny: I’m just going to go wash up.,0,
go to the North Pole,(3 17) Raj: Then let go of the ring and go.,0,
go to the North Pole,(6 15) Penny: Wow. Where are you going to go?,0,
go to the North Pole,(4 2) Leonard: I’m still going to go with you.,0,
go to the North Pole,(1 15) Howard: You want to go again? Let’s go.,0,
